case_id,event_type,amount,customer_profile,problem_summary,root_cause,action_taken,policy_result,outcome,recovered_amount,days_to_recovery
CASE_02642,overdue_invoice,51310.7,12 previous invoices; 0 previous late payments.,"Invoice of ₹51,310.70 is 49 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,51310.7,7
CASE_02643,overdue_invoice,126213.5,11 previous invoices; 2 previous late payments.,"Invoice of ₹126,213.50 is 37 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,126213.5,11
CASE_02644,overdue_invoice,14321.51,9 previous invoices; 0 previous late payments.,"Invoice of ₹14,321.51 is 39 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,14321.51,10
CASE_02645,overdue_invoice,108759.07,9 previous invoices; 1 previous late payments.,"Invoice of ₹108,759.07 is 34 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,108759.07,5
CASE_02646,overdue_invoice,54238.32,9 previous invoices; 0 previous late payments.,"Invoice of ₹54,238.32 is 44 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,54238.32,13
CASE_02647,overdue_invoice,69073.67,13 previous invoices; 1 previous late payments.,"Invoice of ₹69,073.67 is 33 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02648,overdue_invoice,60276.78,8 previous invoices; 3 previous late payments.,"Invoice of ₹60,276.78 is 33 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,60276.78,6
CASE_02649,overdue_invoice,87174.03,6 previous invoices; 0 previous late payments.,"Invoice of ₹87,174.03 is 60 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,87174.03,14
CASE_02650,overdue_invoice,43419.01,8 previous invoices; 2 previous late payments.,"Invoice of ₹43,419.01 is 94 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,43419.01,13
CASE_02651,overdue_invoice,53334.11,13 previous invoices; 6 previous late payments.,"Invoice of ₹53,334.11 is 38 days overdue.",customer_dispute,human_review,escalated,recovered,53334.11,14
CASE_02652,overdue_invoice,77403.56,12 previous invoices; 1 previous late payments.,"Invoice of ₹77,403.56 is 9 days overdue.",recently_overdue,payment_reminder,approved,recovered,77403.56,4
CASE_02653,overdue_invoice,598527.77,6 previous invoices; 0 previous late payments.,"Invoice of ₹598,527.77 is 47 days overdue.",high_value_overdue,account_escalation,approved,failed,0.0,0
CASE_02654,overdue_invoice,186547.2,8 previous invoices; 1 previous late payments.,"Invoice of ₹186,547.20 is 95 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,186547.2,4
CASE_02655,overdue_invoice,54607.85,3 previous invoices; 0 previous late payments.,"Invoice of ₹54,607.85 is 30 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02656,overdue_invoice,41019.86,7 previous invoices; 2 previous late payments.,"Invoice of ₹41,019.86 is 38 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,41019.86,9
CASE_02657,overdue_invoice,126312.2,3 previous invoices; 0 previous late payments.,"Invoice of ₹126,312.20 is 24 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02658,overdue_invoice,71992.25,3 previous invoices; 1 previous late payments.,"Invoice of ₹71,992.25 is 68 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,71992.25,14
CASE_02659,overdue_invoice,177982.17,11 previous invoices; 1 previous late payments.,"Invoice of ₹177,982.17 is 57 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,117125.35,6
CASE_02660,overdue_invoice,90589.02,7 previous invoices; 2 previous late payments.,"Invoice of ₹90,589.02 is 80 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,90589.02,3
CASE_02661,overdue_invoice,100318.24,6 previous invoices; 2 previous late payments.,"Invoice of ₹100,318.24 is 38 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,100318.24,3
CASE_02662,overdue_invoice,28343.84,9 previous invoices; 6 previous late payments.,"Invoice of ₹28,343.84 is 16 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,28343.84,3
CASE_02663,overdue_invoice,55263.95,13 previous invoices; 2 previous late payments.,"Invoice of ₹55,263.95 is 28 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,55263.95,7
CASE_02664,overdue_invoice,21543.04,3 previous invoices; 0 previous late payments.,"Invoice of ₹21,543.04 is 99 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,21543.04,8
CASE_02665,overdue_invoice,99185.1,10 previous invoices; 1 previous late payments.,"Invoice of ₹99,185.10 is 63 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,34645.9,15
CASE_02666,overdue_invoice,80352.41,12 previous invoices; 2 previous late payments.,"Invoice of ₹80,352.41 is 111 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02667,overdue_invoice,82128.2,9 previous invoices; 1 previous late payments.,"Invoice of ₹82,128.20 is 84 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,82128.2,5
CASE_02668,overdue_invoice,24527.54,14 previous invoices; 6 previous late payments.,"Invoice of ₹24,527.54 is 29 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,24527.54,8
CASE_02669,overdue_invoice,20701.11,4 previous invoices; 0 previous late payments.,"Invoice of ₹20,701.11 is 117 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,20701.11,2
CASE_02670,overdue_invoice,35520.57,3 previous invoices; 0 previous late payments.,"Invoice of ₹35,520.57 is 71 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,9407.62,19
CASE_02671,overdue_invoice,223816.54,9 previous invoices; 1 previous late payments.,"Invoice of ₹223,816.54 is 13 days overdue.",customer_dispute,human_review,escalated,recovered,223816.54,13
CASE_02672,overdue_invoice,52440.5,11 previous invoices; 5 previous late payments.,"Invoice of ₹52,440.50 is 38 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,52440.5,2
CASE_02673,overdue_invoice,72378.15,11 previous invoices; 2 previous late payments.,"Invoice of ₹72,378.15 is 57 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,49280.51,5
CASE_02674,overdue_invoice,25936.68,3 previous invoices; 0 previous late payments.,"Invoice of ₹25,936.68 is 88 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,25936.68,2
CASE_02675,overdue_invoice,231491.72,13 previous invoices; 8 previous late payments.,"Invoice of ₹231,491.72 is 41 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,231491.72,10
CASE_02676,overdue_invoice,18187.43,10 previous invoices; 3 previous late payments.,"Invoice of ₹18,187.43 is 60 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02677,overdue_invoice,90030.56,6 previous invoices; 1 previous late payments.,"Invoice of ₹90,030.56 is 30 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,90030.56,2
CASE_02678,overdue_invoice,10000.0,11 previous invoices; 5 previous late payments.,"Invoice of ₹10,000.00 is 47 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,10000.0,8
CASE_02679,overdue_invoice,73024.9,5 previous invoices; 2 previous late payments.,"Invoice of ₹73,024.90 is 114 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,73024.9,9
CASE_02680,overdue_invoice,38799.13,6 previous invoices; 2 previous late payments.,"Invoice of ₹38,799.13 is 18 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,38799.13,4
CASE_02681,overdue_invoice,65166.15,4 previous invoices; 2 previous late payments.,"Invoice of ₹65,166.15 is 116 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,65166.15,4
CASE_02682,overdue_invoice,146436.17,10 previous invoices; 3 previous late payments.,"Invoice of ₹146,436.17 is 23 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02683,overdue_invoice,59583.71,12 previous invoices; 4 previous late payments.,"Invoice of ₹59,583.71 is 13 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,59583.71,13
CASE_02684,overdue_invoice,66711.32,10 previous invoices; 9 previous late payments.,"Invoice of ₹66,711.32 is 56 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,66711.32,8
CASE_02685,overdue_invoice,20332.64,8 previous invoices; 0 previous late payments.,"Invoice of ₹20,332.64 is 54 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,20332.64,13
CASE_02686,overdue_invoice,44000.62,7 previous invoices; 1 previous late payments.,"Invoice of ₹44,000.62 is 86 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,44000.62,6
CASE_02687,overdue_invoice,19080.7,3 previous invoices; 1 previous late payments.,"Invoice of ₹19,080.70 is 45 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02688,overdue_invoice,109117.1,5 previous invoices; 1 previous late payments.,"Invoice of ₹109,117.10 is 90 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,109117.1,7
CASE_02689,overdue_invoice,69984.15,9 previous invoices; 0 previous late payments.,"Invoice of ₹69,984.15 is 75 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,49223.45,6
CASE_02690,overdue_invoice,364253.36,7 previous invoices; 0 previous late payments.,"Invoice of ₹364,253.36 is 85 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,364253.36,5
CASE_02691,overdue_invoice,42045.99,3 previous invoices; 1 previous late payments.,"Invoice of ₹42,045.99 is 16 days overdue.",customer_dispute,human_review,escalated,failed,0.0,0
CASE_02692,overdue_invoice,140023.28,5 previous invoices; 0 previous late payments.,"Invoice of ₹140,023.28 is 83 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,140023.28,12
CASE_02693,overdue_invoice,35188.43,7 previous invoices; 0 previous late payments.,"Invoice of ₹35,188.43 is 74 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,35188.43,10
CASE_02694,overdue_invoice,37458.14,8 previous invoices; 1 previous late payments.,"Invoice of ₹37,458.14 is 33 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02695,overdue_invoice,48407.91,11 previous invoices; 1 previous late payments.,"Invoice of ₹48,407.91 is 132 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02696,overdue_invoice,72049.94,7 previous invoices; 2 previous late payments.,"Invoice of ₹72,049.94 is 119 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,72049.94,13
CASE_02697,overdue_invoice,42563.36,7 previous invoices; 0 previous late payments.,"Invoice of ₹42,563.36 is 57 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,42563.36,7
CASE_02698,overdue_invoice,20332.64,8 previous invoices; 0 previous late payments.,"Invoice of ₹20,332.64 is 54 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02699,overdue_invoice,20701.11,4 previous invoices; 0 previous late payments.,"Invoice of ₹20,701.11 is 117 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,20701.11,5
CASE_02700,overdue_invoice,220864.72,9 previous invoices; 0 previous late payments.,"Invoice of ₹220,864.72 is 112 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,220864.72,8
CASE_02701,overdue_invoice,39160.77,3 previous invoices; 1 previous late payments.,"Invoice of ₹39,160.77 is 47 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,39160.77,14
CASE_02702,overdue_invoice,127374.04,10 previous invoices; 1 previous late payments.,"Invoice of ₹127,374.04 is 58 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,127374.04,4
CASE_02703,overdue_invoice,233547.15,8 previous invoices; 0 previous late payments.,"Invoice of ₹233,547.15 is 34 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,127360.69,13
CASE_02704,overdue_invoice,10000.0,3 previous invoices; 0 previous late payments.,"Invoice of ₹10,000.00 is 45 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,10000.0,12
CASE_02705,overdue_invoice,60519.1,13 previous invoices; 2 previous late payments.,"Invoice of ₹60,519.10 is 37 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,60519.1,9
CASE_02706,overdue_invoice,87174.03,6 previous invoices; 0 previous late payments.,"Invoice of ₹87,174.03 is 60 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,87174.03,4
CASE_02707,overdue_invoice,163067.78,5 previous invoices; 2 previous late payments.,"Invoice of ₹163,067.78 is 77 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,163067.78,3
CASE_02708,overdue_invoice,95329.62,6 previous invoices; 1 previous late payments.,"Invoice of ₹95,329.62 is 82 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02709,overdue_invoice,65166.15,4 previous invoices; 2 previous late payments.,"Invoice of ₹65,166.15 is 116 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,65166.15,5
CASE_02710,overdue_invoice,201453.49,12 previous invoices; 4 previous late payments.,"Invoice of ₹201,453.49 is 92 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,201453.49,14
CASE_02711,overdue_invoice,129490.48,13 previous invoices; 5 previous late payments.,"Invoice of ₹129,490.48 is 104 days overdue.",customer_dispute,human_review,escalated,recovered,129490.48,13
CASE_02712,overdue_invoice,364253.36,7 previous invoices; 0 previous late payments.,"Invoice of ₹364,253.36 is 85 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,364253.36,11
CASE_02713,overdue_invoice,39737.62,14 previous invoices; 1 previous late payments.,"Invoice of ₹39,737.62 is 79 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02714,overdue_invoice,280814.08,13 previous invoices; 8 previous late payments.,"Invoice of ₹280,814.08 is 93 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,280814.08,2
CASE_02715,overdue_invoice,73708.09,10 previous invoices; 0 previous late payments.,"Invoice of ₹73,708.09 is 35 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,73708.09,2
CASE_02716,overdue_invoice,62098.02,5 previous invoices; 2 previous late payments.,"Invoice of ₹62,098.02 is 39 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,62098.02,11
CASE_02717,overdue_invoice,27652.68,4 previous invoices; 1 previous late payments.,"Invoice of ₹27,652.68 is 94 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,27652.68,3
CASE_02718,overdue_invoice,13424.4,7 previous invoices; 0 previous late payments.,"Invoice of ₹13,424.40 is 112 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,13424.4,3
CASE_02719,overdue_invoice,171700.26,14 previous invoices; 4 previous late payments.,"Invoice of ₹171,700.26 is 46 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,171700.26,13
CASE_02720,overdue_invoice,98865.01,9 previous invoices; 0 previous late payments.,"Invoice of ₹98,865.01 is 59 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,98865.01,10
CASE_02721,overdue_invoice,166252.22,7 previous invoices; 2 previous late payments.,"Invoice of ₹166,252.22 is 46 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,166252.22,12
CASE_02722,overdue_invoice,25658.33,10 previous invoices; 0 previous late payments.,"Invoice of ₹25,658.33 is 85 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,25658.33,6
CASE_02723,overdue_invoice,104358.72,13 previous invoices; 2 previous late payments.,"Invoice of ₹104,358.72 is 94 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,69795.9,7
CASE_02724,overdue_invoice,40634.82,12 previous invoices; 3 previous late payments.,"Invoice of ₹40,634.82 is 60 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02725,overdue_invoice,10552.48,3 previous invoices; 0 previous late payments.,"Invoice of ₹10,552.48 is 29 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02726,overdue_invoice,181208.63,12 previous invoices; 5 previous late payments.,"Invoice of ₹181,208.63 is 96 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02727,overdue_invoice,335971.19,9 previous invoices; 2 previous late payments.,"Invoice of ₹335,971.19 is 95 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,335971.19,7
CASE_02728,overdue_invoice,79252.55,14 previous invoices; 3 previous late payments.,"Invoice of ₹79,252.55 is 51 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,79252.55,4
CASE_02729,overdue_invoice,52104.56,14 previous invoices; 2 previous late payments.,"Invoice of ₹52,104.56 is 126 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,52104.56,10
CASE_02730,overdue_invoice,45737.43,13 previous invoices; 1 previous late payments.,"Invoice of ₹45,737.43 is 54 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,45737.43,12
CASE_02731,overdue_invoice,27931.76,3 previous invoices; 0 previous late payments.,"Invoice of ₹27,931.76 is 63 days overdue.",customer_dispute,human_review,escalated,failed,0.0,0
CASE_02732,overdue_invoice,53749.69,9 previous invoices; 0 previous late payments.,"Invoice of ₹53,749.69 is 24 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,53749.69,3
CASE_02733,overdue_invoice,38958.66,4 previous invoices; 1 previous late payments.,"Invoice of ₹38,958.66 is 32 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,38958.66,9
CASE_02734,overdue_invoice,79810.2,5 previous invoices; 4 previous late payments.,"Invoice of ₹79,810.20 is 87 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,79810.2,3
CASE_02735,overdue_invoice,75439.08,10 previous invoices; 4 previous late payments.,"Invoice of ₹75,439.08 is 131 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,75439.08,5
CASE_02736,overdue_invoice,35394.01,6 previous invoices; 0 previous late payments.,"Invoice of ₹35,394.01 is 97 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,35394.01,11
CASE_02737,overdue_invoice,70494.92,13 previous invoices; 2 previous late payments.,"Invoice of ₹70,494.92 is 76 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,70494.92,10
CASE_02738,overdue_invoice,234961.3,3 previous invoices; 0 previous late payments.,"Invoice of ₹234,961.30 is 126 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,234961.3,7
CASE_02739,overdue_invoice,37527.2,5 previous invoices; 2 previous late payments.,"Invoice of ₹37,527.20 is 21 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,37527.2,7
CASE_02740,overdue_invoice,234958.61,14 previous invoices; 5 previous late payments.,"Invoice of ₹234,958.61 is 86 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,234958.61,8
CASE_02741,overdue_invoice,167844.8,3 previous invoices; 0 previous late payments.,"Invoice of ₹167,844.80 is 11 days overdue.",recently_overdue,payment_reminder,approved,recovered,167844.8,14
CASE_02742,overdue_invoice,54078.59,14 previous invoices; 0 previous late payments.,"Invoice of ₹54,078.59 is 27 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02743,overdue_invoice,374619.86,8 previous invoices; 1 previous late payments.,"Invoice of ₹374,619.86 is 27 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,374619.86,5
CASE_02744,overdue_invoice,10552.48,3 previous invoices; 0 previous late payments.,"Invoice of ₹10,552.48 is 29 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,10552.48,3
CASE_02745,overdue_invoice,30661.75,4 previous invoices; 0 previous late payments.,"Invoice of ₹30,661.75 is 91 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,30661.75,8
CASE_02746,overdue_invoice,36695.29,3 previous invoices; 0 previous late payments.,"Invoice of ₹36,695.29 is 98 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,9622.17,9
CASE_02747,overdue_invoice,50527.28,6 previous invoices; 1 previous late payments.,"Invoice of ₹50,527.28 is 101 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,50527.28,12
CASE_02748,overdue_invoice,428653.43,14 previous invoices; 5 previous late payments.,"Invoice of ₹428,653.43 is 52 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,428653.43,7
CASE_02749,overdue_invoice,337369.97,4 previous invoices; 1 previous late payments.,"Invoice of ₹337,369.97 is 45 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,173130.37,11
CASE_02750,overdue_invoice,90939.01,4 previous invoices; 1 previous late payments.,"Invoice of ₹90,939.01 is 95 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,90939.01,6
CASE_02751,overdue_invoice,598527.77,6 previous invoices; 0 previous late payments.,"Invoice of ₹598,527.77 is 47 days overdue.",customer_dispute,human_review,escalated,failed,0.0,0
CASE_02752,overdue_invoice,101366.01,4 previous invoices; 1 previous late payments.,"Invoice of ₹101,366.01 is 62 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,101366.01,12
CASE_02753,overdue_invoice,33686.73,11 previous invoices; 5 previous late payments.,"Invoice of ₹33,686.73 is 69 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,21433.28,11
CASE_02754,overdue_invoice,338006.84,3 previous invoices; 0 previous late payments.,"Invoice of ₹338,006.84 is 110 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,338006.84,10
CASE_02755,overdue_invoice,90311.54,9 previous invoices; 0 previous late payments.,"Invoice of ₹90,311.54 is 126 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02756,overdue_invoice,107219.81,7 previous invoices; 0 previous late payments.,"Invoice of ₹107,219.81 is 104 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,107219.81,9
CASE_02757,overdue_invoice,50153.13,4 previous invoices; 0 previous late payments.,"Invoice of ₹50,153.13 is 37 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,50153.13,2
CASE_02758,overdue_invoice,54025.62,4 previous invoices; 1 previous late payments.,"Invoice of ₹54,025.62 is 55 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,54025.62,6
CASE_02759,overdue_invoice,30565.98,12 previous invoices; 4 previous late payments.,"Invoice of ₹30,565.98 is 79 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,30565.98,12
CASE_02760,overdue_invoice,102992.17,8 previous invoices; 0 previous late payments.,"Invoice of ₹102,992.17 is 114 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,102992.17,14
CASE_02761,overdue_invoice,151489.85,3 previous invoices; 0 previous late payments.,"Invoice of ₹151,489.85 is 46 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,151489.85,11
CASE_02762,overdue_invoice,524427.46,8 previous invoices; 2 previous late payments.,"Invoice of ₹524,427.46 is 62 days overdue.",high_value_overdue,account_escalation,approved,partial,388952.33,5
CASE_02763,overdue_invoice,36758.08,5 previous invoices; 0 previous late payments.,"Invoice of ₹36,758.08 is 40 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,36758.08,7
CASE_02764,overdue_invoice,75996.82,9 previous invoices; 1 previous late payments.,"Invoice of ₹75,996.82 is 85 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,75996.82,9
CASE_02765,overdue_invoice,100869.18,9 previous invoices; 2 previous late payments.,"Invoice of ₹100,869.18 is 100 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,100869.18,14
CASE_02766,overdue_invoice,235747.94,7 previous invoices; 5 previous late payments.,"Invoice of ₹235,747.94 is 73 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02767,overdue_invoice,70582.79,13 previous invoices; 4 previous late payments.,"Invoice of ₹70,582.79 is 41 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,70582.79,5
CASE_02768,overdue_invoice,14321.51,9 previous invoices; 0 previous late payments.,"Invoice of ₹14,321.51 is 39 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,14321.51,12
CASE_02769,overdue_invoice,195228.9,13 previous invoices; 2 previous late payments.,"Invoice of ₹195,228.90 is 72 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,195228.9,10
CASE_02770,overdue_invoice,223816.54,9 previous invoices; 1 previous late payments.,"Invoice of ₹223,816.54 is 13 days overdue.",recently_overdue,payment_reminder,approved,recovered,223816.54,2
CASE_02771,overdue_invoice,20102.51,11 previous invoices; 5 previous late payments.,"Invoice of ₹20,102.51 is 91 days overdue.",customer_dispute,human_review,escalated,failed,0.0,0
CASE_02772,overdue_invoice,100642.77,7 previous invoices; 1 previous late payments.,"Invoice of ₹100,642.77 is 109 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,100642.77,3
CASE_02773,overdue_invoice,97213.17,10 previous invoices; 4 previous late payments.,"Invoice of ₹97,213.17 is 127 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,97213.17,4
CASE_02774,overdue_invoice,126312.2,3 previous invoices; 0 previous late payments.,"Invoice of ₹126,312.20 is 24 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,126312.2,5
CASE_02775,overdue_invoice,48746.83,10 previous invoices; 1 previous late payments.,"Invoice of ₹48,746.83 is 60 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,48746.83,10
CASE_02776,overdue_invoice,65753.78,12 previous invoices; 4 previous late payments.,"Invoice of ₹65,753.78 is 45 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,65753.78,10
CASE_02777,overdue_invoice,10000.0,10 previous invoices; 0 previous late payments.,"Invoice of ₹10,000.00 is 31 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,10000.0,2
CASE_02778,overdue_invoice,29434.79,13 previous invoices; 1 previous late payments.,"Invoice of ₹29,434.79 is 29 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,29434.79,9
CASE_02779,overdue_invoice,22912.37,9 previous invoices; 0 previous late payments.,"Invoice of ₹22,912.37 is 109 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,22912.37,2
CASE_02780,overdue_invoice,50052.46,5 previous invoices; 0 previous late payments.,"Invoice of ₹50,052.46 is 37 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,50052.46,14
CASE_02781,overdue_invoice,91215.04,10 previous invoices; 1 previous late payments.,"Invoice of ₹91,215.04 is 31 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,91215.04,5
CASE_02782,overdue_invoice,128957.26,7 previous invoices; 2 previous late payments.,"Invoice of ₹128,957.26 is 53 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,128957.26,14
CASE_02783,overdue_invoice,140708.74,8 previous invoices; 2 previous late payments.,"Invoice of ₹140,708.74 is 44 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,66700.45,6
CASE_02784,overdue_invoice,42384.34,4 previous invoices; 0 previous late payments.,"Invoice of ₹42,384.34 is 63 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,42384.34,14
CASE_02785,overdue_invoice,96627.27,7 previous invoices; 3 previous late payments.,"Invoice of ₹96,627.27 is 49 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,96627.27,12
CASE_02786,overdue_invoice,12880.09,11 previous invoices; 1 previous late payments.,"Invoice of ₹12,880.09 is 57 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,12880.09,7
CASE_02787,overdue_invoice,42288.83,14 previous invoices; 3 previous late payments.,"Invoice of ₹42,288.83 is 79 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,42288.83,5
CASE_02788,overdue_invoice,119615.01,7 previous invoices; 2 previous late payments.,"Invoice of ₹119,615.01 is 50 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02789,overdue_invoice,47553.27,11 previous invoices; 6 previous late payments.,"Invoice of ₹47,553.27 is 121 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,17703.62,13
CASE_02790,overdue_invoice,10119.19,9 previous invoices; 1 previous late payments.,"Invoice of ₹10,119.19 is 48 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,5220.29,12
